,sp_id,rp_id,seeker_post,response_post,reactions_level,rationales,explorations_level,interpretations_level,interpretations,reactions,explorations
810,8t5jbk,e155k6r,"Can’t sleep, Any techniques to suppress my depressive thoughts about my future and fall a sleep?. I just sleep more then 3 hours Please help me","I just make up fantasy stories in my head until I do, maybe you could find something similar to do?",0,,0,2,1,0,0
811,8ge2u1,dyb80s7,Do you ever feel like nobody ever wants the best for you?. usually a garbage dump for shit. When I manage to do something happy or successful I believe there were many who were genuinely happy for me. I think most people would actually smile at the idea of me having it worse. Even people who I thought cared eventually puts me in the back burner and treats me like so tired of feeling like this. Why do people always do this to me? I hate feeling victimized but I am tired. I hate existing.,"People don't really care about anything other than themselves. Not applicable to everyone of course, but using people as a means to an end is common and people don't care how you feel as long as they get what they want. Idk about you, but sometimes this is the case even with family. If even your family doesn't give a shit, then who will?",0,,0,0,0,0,0
812,3vfhea,cxn20eq,Winter blues. I've often fallen to my lowest during winter. How do you kick the blues?,"I've noticed it helps me a lot to go outside during the day, so that I can feel the sun (if there's any) and so I can smell fresh air.",0,,0,2,1,1,0
813,6yzwo7,dmrfwa1,"In this farewell. There's no blood, there's no alibi I don't know if I can hold on any more. I've tried everything, the only thing that keeps me sane is Linkin Park. I can't pretend I'm fine anymore with how many times I cry a day. I'm sorry",If you need anyone I'm here. You don't have to pretend you're fine. But you deserve the best. You deserve to feel cared about and supported and loved. You are worth something to me.,1,If you need anyone I'm here. You don't have to pretend you're fine. But you deserve the best. You deserve to feel cared about and supported and loved. You are worth something to me.|,0,0,2,2,1
814,aahzcb,ecshxnk,does god exisist ? Does karma exisist. if they do then why do good people suffer,more i live more its harder to think so,0,,0,0,0,0,0
815,8kp5yx,dz9e6nw,They say being active helps but I pull 18 hours days and all I can think about the whole time is dying. Being active changes nothing.. Just another lie to keep us here longer.,"Well being active *is* important, but so is not being overactive. 18 hour days, man? You can't do that for long. It's important to do something during the day so you have so.etbing to process at night.",0,,0,0,0,0,0
816,ajyhza,eezudbu,"I’m hurting. been feeling so suicidal, and it feels like everyone I turn to is tired of me and my shit. I really know how much longer I can keep going like this. Can you guys comment things that keep you going or quotes that keep you guys strong. Anything helps","doctor who, esp this quote. life is a pile of good things and a pile of bad things. the good things don't necessarily soften the bad things, but vice versa, the bad things don't always spoil the good things or make them unimportant.",0,,0,0,1,1,0
817,9d2y09,e5gzxo3,I've never felt so alone. What's the fucking point of anything?,be I just went through this. Wound up breaking it off with my BF of 5 years for lack of attention among other things.. pm me if you ever want to talk.,1,pm me if you ever want to talk.|,0,2,1,1,0
818,6txg7z,dlobino,"I'm fighting since last year and still there is so much to conquer.. I want to write about just one aspect of my journey. It's about a year since I've started lifting, I've gained 15kgs (33lbs), but I'm still very skinny and weak. I fucking hate when people laugh at me becouse they never spent a one single day in the gym, they are naturally better built, stronger, have bigger body frame, more T level. They even don't have to point at me, I fell some kind of sadness, but I know I have to swallow the bitterness...  Thank you for your attention.",You're out there and improving yourself. You have the drive to get things done. Congrats and good luck,1,You're out there and improving yourself. You have the drive to get things done. Congrats and good luck|,0,0,0,0,0
819,5mldz9,dc4g094,"How to live without any thing to live for?. Just answer this question, don't write:You'll find a reason, it'll get better etc. No shitty lies, just answers",Sorry mate but I don't think there's a way,0,,0,0,0,0,0
820,7dx4jt,dq0y0a9,DAE ever get that dropped/sunken feeling in their stomach when they have a really self deprecating realization?. I always have to catch my breath for a second and try not to cry; sometimes the thought and feeling comes and goes really quickly. Anyone else?,"yea I feel ya, I often end up redirecting the feeling out as anger instead, so I get like that then immediately get very angry and want to hit something. (anger directed at myself for being such a piece of shit usually)",0,,0,2,1,1,0
821,7ssbiu,dt7ayh7,"I was basically told by two people today that I need to lose weight.. Not feeling so great about myself today. First, my psychiatrist brought it to my attention this morning that gained 20lbs and that we should discuss this. She recommended a dietitian for me to see. Then my neighbor told me that I should start running with her in the mornings because how gonna get Totally unsolicited too. I bring anything up about weight or working out. I have a hard time feeling good about myself on a good day. Today, I just want to eat my feelings.",I feel you there and I am so sorry! Those people suck!,2,I feel you there and I am so sorry! Those people suck!|,0,0,1,2,0
822,aik0i4,eeobvmv,Can’t wait to drop dead on the ground from a heart attack. Is it fucked up that fantasizing about death is the only thing that gives me relief in life?,"I used to do this a lot. Thinking of really aggressive and horrific things happening to me would make me feel so much better. But afraid thinking like that would just make suicide seem easier and easier. While here you might as well think or do something else you like. Anything at all, even if really shitty or just doing drugs all day or whatever! not here long anyway so you might as well do whatever makes you happy for the time being while we wait to expire.",1,not here long anyway so you might as well do whatever makes you happy for the time being while we wait to expire|,0,2,2,0,0
823,6z51qh,dmsw14c,"I did the dishes today. It isn't a huge feat, but after 5 days of sitting around I finally did something to clean my house up.","Awesome! That's a success in my book. :) I managed to call someone and spoke to an actual human being about my car yesterday, now if only I could set up all the other appointments I need to lol. Keep doing small things like that, it helps you feel like you've accomplished something especially when they start to pile up after a bit. Maybe eventually we'll be productive right?",1,Awesome!|,2,2,1,1,0
824,9o7yy1,e7s3vd3,I’m not DEPRESSED because I do Drugs. I do drugs BECAUSE I’m DEPRESSED.. I wish people would understand this,I think that drugs could make depression worse though.,0,,0,0,0,0,0
825,ajtelf,eez8jv8,"Cried myself to sleep last night.. I felt empty. broke, hungry, cold, and alone. It sucks","Life sucks, but that doesn't mean to give up. Try to overcome your feelings.",0,,0,0,0,0,0
826,7b8y8h,dpg64mn,"Is it normal to turn depressed/lethargic after going a few days without music?. This seems to keep happening, for some reason. A few days without music and boom, depression of some form kicks in. Is this anything normal or should I be worried about potential c. depression?",That would not be normal for me but in my condition I would welcome such an arrangement whole heartedly.,0,,0,2,0,0,0
827,5zu28i,df11yt8,whats the longest youve been out of school/college/work because of your depression?. I havent been to school in a while been out for 4 weeks.,I've been on leave for 10 weeks from work.,0,,0,2,1,0,0
828,5p2qpo,dcnyiys,Vodka and malt liquor are not working anymore.. I need lots of vodka tomorrow.,You've built up a tolerance.,0,,0,0,0,0,0
829,8acixr,dwy72mm,"Want to die but don't want to kill myself. Given a chance to die, i will gladly accept it. Hit by a car, heart attack, sleep and won't wake up again, or any accident.","The only thing making me hesitant is my family. Seven siblings, four of them younger than me, and nothing scares me more than one of the little kids having to go through something that can leave them traumatized. On top of that, money is a big problem right now and I don't want my parents to have to deal with the costs. I feel so freaking stuck.",0,,0,0,1,1,2
830,9v6l4y,e9a6rlo,I feel like I'm sinking. My time is almost up,Why do you feel your time is almost up?,0,,1,0,0,0,1
831,7cwqm9,dptk9fu,I was giving a presentation in class today and i just couldnt handle it so i just grabbed my things and walked out.. I dont know who i am anymore.,"You did something i never would have the balls to do There have been so many situations where i just wanted to get up and leave, but i never did because i didnt want to deal with the concequences",1,"You did something i never would have the balls to do There have been so many situations where i just wanted to get up and leave, but i never did because i didnt want to deal with the concequences|",0,0,2,1,0
832,auu7tn,ehb5z1j,Fuck this stupid fucking life. Why does everything turn to shit? Why does it *always* get worse and worse and worse.,I wish I could f*** it instead of the other way around for,0,,0,2,0,0,0
833,9mgu59,e7ehe54,what will i be able to make of myself. no accomplishments. got nothing to look forward to,"Then makes some, and create your own future. Not the one you think people expect of you",0,,0,0,0,0,0
834,5we86k,de9k9l7,Zoloft. I've been on 50mg daily zoloft since Thursday. Along with .25 MG xanax for anxiety and depression. What to expect?,My suicidal thoughts are getting worse on Zoloft. Im currently on 75mg. My doctor warned me it was a possibility. If that starts happening make sure you call your doctor asap. I take Lamictal and Buspar with the Zoloft. My combination of medication along with my bipolar disorder could be causing my side effects I'm not sure.,0,,0,2,1,1,0
835,9v38ce,e99pkgt,What the fuck. What the fuck what the fuck.,"Hey there you seem to be going through something, care to share?",1,"Hey there you seem to be going through something, care to share?|",0,0,1,1,1
836,4wqjda,d69dxbj,"Cried again.. Crying, crying, crying. Can you fucking end it. Fuck, people, cared for me. And i'm still fucking alone.","I'm really sorry you're feeling this way. A person can be cared for by dozens and still feel alone, depression is a monster. I hope you're able to make progress against it in your own way, or by talking to people you trust, living the life you want to live, or by obtaining professional help. Please send me a message if you would like to talk to someone privately.",2,"I'm really sorry you're feeling this way.|I hope you're able to make progress against it in your own way, or by talking to people you trust, living the life you want to live, or by obtaining professional help. Please send me a message if you would like to talk to someone privately.|",0,0,2,2,0
837,8j1b94,dywdw7g,"How badly will i emotionally kill my loved ones, if i commit suicide?. I don't want to imagine them all crying badly.","This is how I look at it. Someone who is truly amazing in your life will change you into a new you. If that someone leaves you life somehow, you are still the new you. You still have a little bit of that someone inside of you. Once you die, that little bit of them dies inside of you as well. Do you respect those people who changed you in your life? Do you respect them enough to keep them with you? Those are the thoughts I think when I am ready to end it. Hopefully it helps you, friend.",1,"Hopefully it helps you, friend.|",2,0,1,1,0
838,6luw0n,djx0dmk,I saw this on this sub but my turn to stop being a depressed teen.. And be a depressed adult instead.,I think it's necessary to have a sense of humour. Usually it's a morbid humour :) my ability to joke actually increased a lot after I started suffering from depression.,0,,0,2,1,0,0
839,71c0m3,dn9pkff,Huhu. Tired of being college. Im done.,"Sorry, it's hard. I hated it.",1,"Sorry, it's hard. I hated it.|",0,2,1,1,0
840,9bryhh,e55abqk,I wish I had artistic talent. Art has been my obsession all of my life but i'm so bad at it because i'm an idiot. a cognitively deficient fuck up is what i am,"Nah man, What you're saying is actually quite common of someone who is good at art. Most people with a high degree or artistic talent are really good at *recognizing* good art, but get frustrated because their own art doesn't live up to the crazy high standard they've set for themselves. Malcom Gladwell suggests that it takes 10,000 hours to gain mastery in something. Art is a skill just like anything else. I think a lot of people get fooled into this You either have it or you don't mentality when it comes to creative arts. It's just not the case. I think it's more important that you actually have an obsession and something that you want to be good at! Most people don't have that. Just keep practicing and never give up. If you have the drive you will succeed eventually. You'll get better and better every day.",1,Just keep practicing and never give up.|If you have the drive you will succeed eventually. You'll get better and better every day.|,0,2,1,1,0
841,av5m25,ehcws6m,how do I get $100 quickly and easily?. I want to buy weed. of course some one who is depressed like me needs drugs. but im serious i want weed so i can just smoke 24/7 to help with the depression.,I mean fastest way is a pawnshop or trading stuff into GameStop,0,,0,0,0,0,0
842,8gqit1,dydqram,I need to know. Has anyone actually got better?. starting to feel like the idea of recovery is just a myth to keep me from committing suicide. tried every medication and nothing has helped. If no chance of getting better the point of going on?,"I'm not 'cured' but I'm a thousand times better than I used to be, there's a light at the end of the tunnel. The key has been little steps over a long time, unfortunately there are no quick fixes. Keep going, keep experimenting with treatments, there's one out there that'll work for you. You can do this!",1,"there's a light at the end of the tunnel|Keep going, keep experimenting with treatments, there's one out there that'll work for you. You can do this!|",0,2,2,1,0
843,4obpfz,d4b8857,waking up more exhausted then when you fell asleep. You know it's going be a tough day when that happens...,uhhh I hate it :(,0,,0,0,0,1,0
844,8b31ce,dx3kwgh,im really tired. every day is too much.,"I support and am thankful for you, friend.",1,"I support and am thankful for you, friend.|",0,0,0,1,0
845,5zvyo7,df1iov7,"Just want to start a new life.... My depression has been so bad lately, and I'm so disappointed with the way my life is going. All I want to do is pack all my things and move across country. I want to start a new life somewhere, change my name, cut off contact with everybody I know. If I don't get out of my current lifestyle, I'm afraid I might kill myself.",What's been bothering you lately that you wish to escape?,0,,1,0,0,0,2
846,6fd6q6,dihq7mj,"Useless, hopeless, worthless, pitiful, stupid, depressed, lonely, disgusting, incompetent, meaningless and weak ****. No trigger, just the realisation of who I am.","We all are, in ways. And it's okay.",0,,0,2,1,1,0
847,6f0uz7,diekmds,Brain fog... I don't know what to do please help. I can't concentrate on anything. I'm so easily distracted. I've been running around my house doing pointless things all day. I can't make a single decision. Please help. I'm crying because I don't know what to do. What should i do to make it stop? I don't want this to last all day.,"Pick one things you need or want to do. Relax, be calm, sit down. Focus on that one thing. Complete it. Feel good about completing it and then move on to the next task. Repeat until desired tasks are completed. Look back on the work you have done and congratulate yourself for being strong when things are hard. You can do this friend I truly believe in you.",1,You can do this friend I truly believe in you.|,0,0,1,1,0
848,7bb2u4,dpgp2j1,Girlfriend of three years broke up with me through a text because my depression is too much to deal with. There are no words for how I feel,"If any consolation, she probably cares about you a lot if she stayed with you for 3 years. got her own mental health to take care of, and okay. I hope it bring you down too much. This is a good opportunity for you to focus on your own mental health as well. not saying probable, but maybe she still likes you and would be willing to give it another try when/if you find ways to cope with your depression. take a lot of self introspection and time, however. Stay strong. Get better. Take baby steps. get there when ready.",1,"take a lot of self introspection and time, however. Stay strong. Get better. Take baby steps. get there when ready.|",0,0,1,1,0
849,7msh2o,drwctou,"Hey, I'm bad with words but here. I've never really had friends, but I fell in love with someone, and they used me for personal gain, I'm not antisocial I just care about others more than myself, and the pst week I've been so apathetic I can't eat, can someone help me?",Try to focus on the little things in life that you find joy in. Something I've always struggled with it focusing too much on the big picture and when you do that it often just becomes too much to handle and you get yourself all freaked out.,0,,0,2,1,0,0
850,6d5crp,di1eayy,"It would mean so much for someone to just notice something is wrong and ask if I'm okay. Just once, I want someone to know I'm spiraling down without me having to pour everything onto them. If they'd just be interested enough in my well being to *ask*...","When I read this, I had to think of a girl in our company. I saw her like 2-3 days a week, always with a sad face. So, one day I just asked her, if everything is allright. She said Yes, of course, thanks. How about you? I answered with I'm fine. But I don't believe you. If you're ok, why can't you smile for just... one moment? She said: ... I never knew, that it was that obviously. No one ever told me that. I answered: I guess plenty of people know that something isn't ok with you, but most people just care about their own shit or just don't know what to say. If you wanna talk... I'm here. She ended the dialouge with Thank you.... And she never wrote me again since then. I felt bad somehow. On the one hand, I just wanted to help, but she refused it somehow or I scared her too much. On the other hand... maybe I just made it worse for her, and that's of course not what I wanted. The human mind is a thing, no one can explain. It's infinite.",0,,0,2,2,1,0
851,8qaifj,e0hneov,Pros/cons of diagnosis. been taking anti-depressants/anti-anxiety meds for a little over two years now. They definitely help but never technically been diagnosed and I think would really like to find someone who could diagnose me. Any pros or cons of finding a diagnosis?,"I feel like a pro would be validation. When a psychiatrist told me that yes, I do have anxiety, it really helped me to feel like I wasn't just over reacting you know? Another pro would be future doctors that you see understanding your diagnoses. I can't really think of an con to be honest. It's also possible that whoever is prescribing your medication has diagnosed you already. I would ask!",0,,0,2,2,1,1
852,4lxxt7,d3rwy2j,Think about your family! fuck off. they're half the reason I'm depressed and want to die.,"Yes, tell them to fuck the right",0,,0,0,0,0,0
853,7cwhak,dptbdol,I can't keep going.. It's getting very hard just to put up a fight.,"What currently feeling. If you want you can talk to me. Rant it out, listening",1,"If you want you can talk to me. Rant it out, listening|",1,0,1,1,1
854,7v4grg,dtpihka,I’m hurt.. And I know how to keep on pushing through. I really just want this to end. I even stand looking at myself in the mirror without feeling disgusted. How do I keep on living like this? How? just not possible. May I not wake up tomorrow.,"I don't know why you think all that but I've felt the same... I still feel that way, only less. People don't understand that is not possible to give general advices for concrete problems... I hate when they do it.  It sound that you only wanted to get what you feel out, that's cool. I want to let you know you are the only one feeling that way. I have a big issue with my physical appeareance, I recently started going to gym to improve my confidence but I have to accept that what I hate the most of myself I won't be able to change it.  Many days, I find the energy to keep living thinking that maybe I can help someone that is feeling like me. That really helps me. Many non cannon people achieves a lot of stuff, that makes me feel better many times.",0,,0,2,2,1,0
855,5byw6q,d9se95p,"My birthday's coming up. In less than a month now. I'll be 35. While I have a good job that I really like, and I've taken charge of my life by finally pursuing the hobbies I've wanted to, I still feel lonely and unsuccessful. I don't want to be depressed on my birthday","hey, happy early birthday! treat yourself to something, even if it's something little.",0,,0,0,1,1,0
856,4aoqyh,d127acs,I know I'm struggling but nobody can tell. Sometimes I can't convince myself I'm struggling too.,Sorry to hear that. Are you struggling with anything specific or life in general?,2,Sorry to hear that.|,2,0,1,1,1
857,4vpn00,d60cygm,Weights are the only friends that I have. (: . . . :(,"Yeah, what alak said, for real. God, I wish I had that addiction. How do you get that addiction?",0,,2,0,0,0,1
858,55n4rw,d8c7b5m,"Stuck in a rut. I was ill for 2 weeks, couldn't get in to college. I'm ok now but I just don't have the willpower to get out of bed. I need to go in but I'm just too anxious over it.","Hi there, I hope you're feeling less ill now. Is there something enjoyable that you can get out of bed for? Perhaps a coffee date with a friend taking the same class as you? The walk to class may be less daunting, plus said friend may even lend you notes for the sessions that you've missed.",0,,2,0,1,1,1
859,70rzp8,dn5itqg,Counselor/Psychologist do they actually help?. I been having a bunch of issues this past month. My mom is trying to get me to see a counselor. I just don't see the point. Can someone give me their view/personal experience on this? Thank you.,"This ^, I went from great ones to shitty ones. now i'm stuck with one that barely even tries to engage in conversations and let alone the awkward silence and 2 week waiting periods.",0,,0,0,0,0,0
860,a433st,ebb4fol,Mushroom Effectiveness?. I've read about mushrooms for depression and I'm tempted to try it. Has anyone here done this? Did it work? How long does the relief from depression last? Thanks,tried it personally. One friend told me whenever he does shrooms he depressed for at least a month afterwards. But bad trips are also a risk.,0,,0,2,0,0,0
861,5pc1m5,dcqzatf,who cares if i exist?. today is a sad day. its just one of those days i guess. i'm just kinda done. theres not much to look forward to these days. everything is just kinda the same.,"I care, man. Hang in there, things will get better eventually.",1,"I care, man|Hang in there|things will get better eventually.|",0,0,1,1,0
862,8c9li5,dxd6tg3,I’m so bitter and sad. And it was my birthday yesterday. And the self loathing just rose to an all time high. And there I was thinking my moods were improving. hoping this is just a temporary phase that will pass soon. I just feel so bad,"Just keep moving. Remember your happy moments. They do not lose value, for they are individual moments.",0,,0,0,1,1,0
863,6zs74w,dmxu499,I got fired today. This sickness keeps screwing my life. What now? Is there a website for employers who are depress friendly?,"Wait, you got fired due your depression? Where are you from? Isn't depression classified as a medical condition like any other? Aren't you protected by law against such action? Sorry to read about your situation. And sorry for all the questions. Guilty of being a lawyer :/",2,Sorry to read about your situation. And sorry for all the questions. Guilty of being a lawyer :/|,2,0,1,1,2
864,9avr3o,e4yhfgm,I neither really care to sleep nor be awake. Completely distant and heavy to a significant degree.. Don't suppose anyone else is feeling this way?,A depressed mind wants to stay depressed and so strays away from awake and alertness. I find myself spending to much time doing pointless things like.,0,,0,0,1,0,0
865,ajh8yu,eevvz19,"I always feel so lonely, even though I have a few friends, and I have my family.. Is it just depression kicking in? Or what the heck could I be feeling?",I feel exately the same and killing me (Sorry for bad english),0,,0,2,1,1,0
866,7b5hwu,dpg8it5,The only joy in life i get is cuddling with prostitutes. the only time i feel human. Normal girls even look at me. Girls hate shy guys.,"There are nice confident people, equating those things are why you can't get laid. Source: I can't get laid.",0,,0,0,0,0,0
867,7g53g3,dqgnrm5,Am I the only one ?. Is anyone not going to school or work?,It can. It didn't work for me (only get worse) but maybe it will a good experience for you. I really hope ...,0,,0,2,0,1,0
868,5n5wsk,dc9fbvi,just failed suicide what do i do family is going to know. what the fuck do i do,Why did you want to commit suicide?,0,,2,0,0,0,1
869,a9vdpg,ecnenag,I just dont want to live anymore. Shit fuck im very tired,You are loved and you can get through this.,1,You are loved and you can get through this.|,0,0,1,1,0
870,5z7dka,devy8zf,I feel jealous of all you people that are still young and depressed. You still have time to turn it around.. I on the other hand don't. It's over for me. The loss of hope is a terrible thing.,I used to think that way at that age. Then I hit 35... 36... 38... every time I said fuck it I'm halfway done why bother. Don't fall into that trap.,0,,0,2,1,1,0
871,6z5kio,dmsyv35,Anyone else scared?. Just thinking about how when I lay in bed alone I realize how scared i am of myself/ my brain.,"Yeah, but at the same time, some of us also deny that that's the reason for our unhappiness. After all, how pathetic is it to want something and be sad because we can't have it? The human condition is weird.",0,,2,2,0,0,0
872,5xo8sa,dejmh0k,"I feel like a computer.. I feel like a computer. I feel like I've lost the ability to feel emotion, even boredom. I'm sitting here waiting for an idea for something to do to roll by.",I relate strongly. It sucks a lot dude. I'm just numb now,0,,0,2,1,1,0
873,7rhsvy,dswzg71,Got back from therapist.. and it was useless... she only questioned me why i dont work and why i dont have any meaning in this life... useless visit for a useless person.. well i guess its time to stop this..,"I felt this EXACT way when I first went as well. I felt like it was a grilling of my life, and I even tried to lie and say that I'm mostly 100% happy with my life and that I just wish I had more friends and cleaned the house more. YEAH RIGHT. I'm a mess a lot of the time and have so many problems I dont know where to begin. Eventually once I started to know my therapist and dive into the smaller issues, did she really start to open up and I opened up myself as well. Keep going. The first day is the hardest I think",0,,0,2,2,2,1
874,8zjt5p,e2j8utl,"Not good enough. I am not good enough,idk what to do",What makes you not good enough? Not good enough for what?,0,,2,0,0,0,2
875,a42lgw,ebazulr,Elevated mood for ~6 hours then back to hell?. Anyone else have an elevated mood for a couple hours then right back to depressed? Seems like go a week or two not wanting to live then be on top of the world only for this pattern to repeat itself a few hours later,"Highs and lows, just the cycle of depression, the key is understanding what set you down that low, a bad test score, relationship issues, new work load, money issues. Then once you can identify your triggers you can make some plans to avoid them or change what made you drop in the first place",0,,0,0,1,1,0
876,4hc6l7,d2oxjut,... what's the best way to tackle depression?,"For most people, some combination of lifestyle (food, sleep, exercise), medication, and talk therapy. But obviously it depends on the person.",0,,0,0,0,0,0
877,a5vkiv,ebpjw7x,"Interests change. I feel as when I become more depressed the only thing that interests me is art, I guess so I can express myself. I used to be really artistic as a child. But I also love science. All of that love for science disappears when I get more depressed though.","the same. Whenever having bad anxiety... almost nothing interest me. I want to play games, make music, watch tv, or anything. It sucks",0,,0,2,1,1,0
878,6xbvzc,dmes3ir,Is it normal.... Is it normal to just get random moments of depression that makes you want break up every relationship you have ??,I disagree... I think depression is normal and so is wanting to fuck shit up because you feel like a turd. The hard part is trying to control those feelings.,0,,0,0,1,1,0
879,405f65,cyrmybf,I'm sick of this cycle.. I just really want to die.,"Dude I don't know if it'll help, but as someone who has thought about suicide I know how much it can suck, so if you want to talk about it..",1,"Dude I don't know if it'll help, but as someone who has thought about suicide I know how much it can suck, so if you want to talk about it..|",0,0,2,1,1
880,4r48nf,d4y7t55,Want to die. I feel bad for my husband. I've wanted to die since 12 years old. Turning 29 in 17 days. Can't bear all this pain. Staying here for my husband.,why is life painful for you . you have someone who loves you ? is there voices saying things to you ?,0,,2,0,0,0,2
881,avtvps,ehhn3fb,Why do you guys think the reason is for the steady increase in child suicides?. What do you guys think is fueling this behavior? Are kids learning about it earlier? Are they grasping a sense of time and being earlier? Have family situations or bullying gotten worse? Share your opinions!,"People are being exposed to the harsh reality of life earlier, thanks to the availability and ease of access of information.",0,,0,0,0,0,0
882,7kqtdl,drgpc37,"Does anyone else find themselves compulsively showering?. noticed when my episodes are at their worst, end up taking 4-5 showers a day. not abnormally stinky or anything. It just feels nice and feels like a I guess..? I mean I guess no harm In it, just wondering if anyone else is the same way",Exactly the same. Sometimes its like a way for washing away the thoughts and the hatred towards yourself.,0,,0,2,2,2,0
883,afbvld,edxek26,It's my birthday but it's going to be the same just like any other day. Happy birthday to my birthday twins out there,happy birthday! hope you have a chance to celebrate yourself,1,happy birthday! hope you have a chance to celebrate yourself|,0,0,1,1,1
884,7rzgvi,dt19ap5,"Killing myself one cigarette at a time. Cause why the hell not, its the only thing that helps me gets through the day and sooner or later it'll kill me. win win.","me too, I can go without quite easily, but I choose to smoke like a chimney because at least it provides some sense of calm.",0,,0,2,1,1,0
885,57k6t0,d8ssjnr,Went to the counciling center for the first time today and.... It was worth it. Today was my first experience with counciling and it made me feel much better. Anyone here who has the means to do so and has not please do this. It's worth the effort.,"I'm glad it worked for you. I've been going for a few weeks and so far it hasnt helped, so good that it helps some people",2,I'm glad it worked for you|,0,2,1,1,0
886,6y59xs,dmkuxc2,"moderate panic attacks. I have so much anxiety I have to google if im having a panic attack. I got a 45, meaning my attacks are moderate... dont mind me just thinking about the state of the world and how I dont want to die. I really thought i was okay enough to go without seeing a counselor. Guess i was horribly wrong.","So I'm assuming you don't attend any support groups?? If not, why?",0,,2,0,0,0,1
887,816zx7,dv14u9p,I hate school. School just reminds me what a failure I am,Yes it can be. I feel the exact same.,1,Yes it can be|,0,2,1,1,0
888,4x6q8o,d6d0fhy,"SO Lost and VERY scared. My story is long but I have never felt so lost or lonely or scared in my life and I really need help and advice..... If you ask, I will do my best to explain but I need help and I know it and ...... Please? Thank You","I'll hear you out if you want, I feel lost too.",1,"I'll hear you out if you want,|",0,2,1,1,0
889,9ty291,e9023jw,I'm trying so fucking hard. I swear to god I try getting up early exercising eating healthy going to class but nothing fucking works at the end of the day I still fucking hate myself I'm so tired of it all I just want to be ok but nothing works,"You hate yourself? But who is yourself, what do you hate?",0,,2,0,0,0,2
890,8wgo5f,e1vfi7g,Existing feels like trying to take every breath through a coffee stirrer.. So much effort for so little payoff,Yeah kinda. Hopefully we can upgrade to a real straw someday.,0,,0,1,0,1,0
891,9r595i,e8eas7r,It's the small things. I finally did my laundry after like 3 weeks and I feel a little accomplished :),It definitely is the small things sometimes. Way to go!,0,,0,0,1,1,0
892,74wr8i,do1obbp,Jesus christ I wanna kill myself so much. Not necessary looking for help just wanted to put it out there,I'm sorry to know you've in such a bad place. I've been in that same place some time ago.... Wanna talk about it?,2,I'm sorry to know you've in such a bad place.|,0,2,2,1,1
893,akvlus,ef8ghrw,"Today was the furthest I have been outside in 8 months. I fought my compulsion to visit my ex girlfriend despite a restraining order. Instead, I drove the opposite direction spent about an hour by water and contemplated taking my life.","Glad you didn't. Made you stronger, remember that. You will make it. One day at a time.",1,"Glad you didn't. Made you stronger, remember that. You will make it. One day at a time.|",0,0,1,1,0
894,7jhdkl,dr6eosq,"Coworkers occasionally ask me if I'm okay. It's kind of embarrassing but sometimes I can't fake a smile while doing my job. And several people have noticed that I seem unhappy. It's hard to explain, but I'm guessing this has a negative impact on any advancement opportunities. I wish I was different.","Hey, i think for the upside of it, your coworkers are genuinely concern for your wellbeing which is nice. And if you're doing a great job at your work then there's still chances of promoting! Taking care of yourself comes first always!",0,,0,0,1,1,0
895,4lsbt5,d3q43cn,"Every day, I have to convince myself not to do it..... .....that there's more to life than this. I wonder how long I can keep this up?","Definitely a daily struggle, but it seems like every day there's less and less reason to drag on.",1,"Definitely a daily struggle, but it seems like every day there's less and less reason to drag on.|",0,1,0,0,0
896,77z4gn,doptwxk,Don’t give me false hopes. Be my friend. Be my love. Stay. leave. I thought the one. Stay... Please stay.,Don't be tunnel-visioned my friend. Currently you're seeing only the face of your love. But when you finally get out of the tunnel you'll find someone who was meant for you all along. Let him/her go. We're only humans.,0,,0,0,0,0,0
897,96flbz,e402f8r,Alone. I wanted to help you. I was worried. Stressed. Anxious. Always making sure you were okay. I felt like you needed me. I wanted to be there for you. But I guess you're better now and you don't need me anymore.,I hope that letting that out can put you at some peace.,1,I hope that letting that out can put you at some peace|,0,0,0,1,0
898,5mahh6,dc22rxa,Do you all hate the news too?. It's always more new depressing shit happening in the world.,"I hate T.V in general. All those fake ass shows with acting makes me throw up in my mouth. My parents think that it's 'entertaining because it's real', no, it's entertaining because they're paid to be entertaining.",0,,0,2,0,0,0
899,5kt2mm,dbqhxzy,My roommate keeps joking about my depression. He knows I tried to kill myself and that I am depressed but he keeps bringing it up like its a fucking shame.. One more pain I guess..,"Honestly, tell him to fuck off. You don't deserve that bullshit OP.",1,You don't deserve that bullshit|,0,0,0,1,0
900,8zxzui,e2m9wo2,I'm so stressed I just want to go back to sleep. It hurts to be awake I need a way out,"sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?",2,"sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?|",0,0,1,1,1
901,91fiih,e2xrdso,"today a co-worker said that i look real sad. no no, im just lost in my thoughts haha","Are you okay? Yeah, I'm fine. Honestly? Never better.",0,,0,0,0,0,0
902,6453a9,dg007jx,its quite an interesting feeling starving yourself for a day. i guess dinner tonight will taste even better :D,"Not so long ago, when I was at my lowest low mentally, physically and emotionally, I didn't leave my bed for about 48-60 hours, just once or twice to pee. The weird thing is that I should've felt starved af but I really didn't, just heard my stomach growl every now and then.",0,,0,2,2,1,0
